air,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,air
wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall
wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall
wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,wall,wall,wall,wall,air,air,air,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,air,air,air,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,air,air,air,wall,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,wall,wall,wall,air,air,air,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,air,air,air,air,wall,air,air,air,wall
wall,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,air,air,air,air,air,air,air,wall,air,air,air,wall,air,air,air,wall
